,Molecule ChEMBL ID,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Assay Type,Assay Description,Assay Organism,Assay Variant Mutation,Target Name,Target Organism,Document Journal,pChEMBL,Canonical_Smiles
1211,CHEMBL4227394,Nc1ncc(-c2ccccc2)n1CCCCn1c(-c2ccccc2)cnc1N,IC50,'=',27500.0,nM,4.56,,F,Antibiofilm activity against Escherichia coli TG1 after 24 hrs by crystal violet staining based assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,4.560667306169737,Nc1ncc(-c2ccccc2)n1CCCCn1c(-c2ccccc2)cnc1N
1486,CHEMBL5280760,C=C1CCC2[C@](C)(CO)C(=O)CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@@H]1Oc1cccc2cccnc12,IC50,'=',27900.0,nM,4.55,,F,Antibacterial activity against Escherichia coli assessed as bacterial growth inhibition incubated for 24 hrs,Escherichia coli,,Escherichia coli,Escherichia coli,Eur J Med Chem,4.554395796726403,C=C1CCC2[C@](C)(CO)C(=O)CC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@@H]1Oc1cccc2cccnc12
17,CHEMBL75273,O=C(/C=C/c1ccccc1Cl)C(F)(F)F,IC50,'=',28183.83,nM,4.55,,F,Inhibition of UV-induced mutagenesis in Escherichia coli WP2uvrA,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.549999989408299,O=C(/C=C/c1ccccc1Cl)C(F)(F)F
795,CHEMBL3249753,Nc1nc(N)c2cc(SCc3ccc(Cl)cc3)ccc2n1,IC50,'=',29000.0,nM,4.54,,F,Antibacterial activity against sensitive Escherichia coli ATCC 10536 assessed as reduction in growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.5376020021010435,Nc1nc(N)c2cc(SCc3ccc(Cl)cc3)ccc2n1
1169,CHEMBL187206,Cc1cc(C)c(SCc2cc(C(=O)NO)no2)c(C)c1,IC50,'=',29500.0,nM,4.53,,F,In vitro inhibitory activity against Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.530177984021837,Cc1cc(C)c(SCc2cc(C(=O)NO)no2)c(C)c1
362,CHEMBL2064309,OC[C@H]1O[C@H](Oc2ccc(-n3ccc4ccccc43)cc2F)[C@@H](O)[C@@H](O)[C@@H]1O,IC50,'=',29500.0,nM,4.53,,F,Antagonist activity at Escherichia coli UTI89 FimH assessed as inhibition of aggregation with guinea pig erythrocytes after 1400 secs by aggregometry,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.530177984021837,OC[C@H]1O[C@H](Oc2ccc(-n3ccc4ccccc43)cc2F)[C@@H](O)[C@@H](O)[C@@H]1O
147,CHEMBL405937,CC(C)C[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)[C@@H](C)O)CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](CCCCN)NC1=O,IC50,'=',30000.0,nM,4.52,,F,Inhibitory concentration required to displace dansyl-PMBN (0.55 uM) from maximal specific binding to Escherichia coli LPS,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.522878745280337,CC(C)C[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)[C@@H](C)O)CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](CCCCN)NC1=O
1342,CHEMBL103051,CC(C)C[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CN)NC(=O)[C@H](NC(=O)[C@H](CN)NC(=O)[C@@H](N)[C@@H](C)O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](CN)NC(=O)[C@H](CN)NC1=O,IC50,'=',30000.0,nM,4.52,,F,Inhibitory concentration required to displace dansyl-PMBN (0.55 uM) from maximal specific binding to Escherichia coli LPS,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.522878745280337,CC(C)C[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CN)NC(=O)[C@H](NC(=O)[C@H](CN)NC(=O)[C@@H](N)[C@@H](C)O)CNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](CN)NC(=O)[C@H](CN)NC1=O
194,CHEMBL386031,COc1cccc(Nc2nc(N3C[C@H](N)C[C@H](N)C3)nc(N3C[C@H](N)C[C@H](N)C3)n2)c1NC(=O)c1ccc(Cl)cc1O,IC50,'=',30000.0,nM,4.52,,F,Inhibition of protein synthesis in Escherichia coli S30 extracts by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.522878745280337,COc1cccc(Nc2nc(N3C[C@H](N)C[C@H](N)C3)nc(N3C[C@H](N)C[C@H](N)C3)n2)c1NC(=O)c1ccc(Cl)cc1O
1545,CHEMBL147455,N/C=N/C[C@H]1O[C@@H](OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H]1O,IC50,'=',30000.0,nM,4.52,,F,Antibacterial activity against Escherichia coli expressing MraY,Escherichia coli,,Escherichia coli,Escherichia coli,Eur J Med Chem,4.522878745280337,N/C=N/C[C@H]1O[C@@H](OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H]1O
205,CHEMBL554417,Br.CCCCCCC(C(C)=O)n1ccc(N)nc1=O,IC50,'=',30000.0,nM,4.52,,F,In vitro inhibition of Escherichia coli K-12 growth.,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.522878745280337,Br.CCCCCCC(C(C)=O)n1ccc(N)nc1=O
1914,CHEMBL454950,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl,IC50,'=',30000.0,nM,4.52,,F,Antibacterial activity against Escherichia coli assessed as inhibition of bacterial growth incubated for 24 hrs by agar diffusion assay,Escherichia coli,,Escherichia coli,Escherichia coli,Eur J Med Chem,4.522878745280337,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.Cl
503,CHEMBL4637942,O=C1Nc2ccccc2/C1=N/NC(=O)c1cccc(Br)c1,IC50,'=',30000.0,nM,4.52,,F,Antibacterial activity against Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,Eur J Med Chem,4.522878745280337,O=C1Nc2ccccc2/C1=N/NC(=O)c1cccc(Br)c1
231,CHEMBL4634975,O=C1Nc2ccccc2/C1=N/NC(=O)c1cccc(Cl)c1,IC50,'=',30000.0,nM,4.52,,F,Antibacterial activity against Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,Eur J Med Chem,4.522878745280337,O=C1Nc2ccccc2/C1=N/NC(=O)c1cccc(Cl)c1
958,CHEMBL401701,CS(=O)(=O)NC(=O)[C@@H]1CSc2c(C3CC3)c(Cc3cccc4ccccc34)cc(=O)n21,IC50,'=',30000.0,nM,4.52,,F,Inhibition of pili-dependent biofilm formation of Escherichia coli HB101/pPAP5,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.522878745280337,CS(=O)(=O)NC(=O)[C@@H]1CSc2c(C3CC3)c(Cc3cccc4ccccc34)cc(=O)n21
470,CHEMBL53624,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN(CC(F)(F)F)C4=O)CS[C@H]23)cs1,IC50,'=',30000.0,nM,4.52,,F,Inhibitory concentration against purified penicillin-binding protein(PBP) 1bgamma of Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.522878745280337,Nc1nc(/C(=N/O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(/C=C4\CCN(CC(F)(F)F)C4=O)CS[C@H]23)cs1
455,CHEMBL75566,O=C(/C=C/c1ccccc1)C(F)(F)F,IC50,'=',30199.52,nM,4.52,,F,Inhibition of UV-induced mutagenesis in Escherichia coli WP2uvrA,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.519999959791458,O=C(/C=C/c1ccccc1)C(F)(F)F
669,CHEMBL387798,NC[C@@H]1CN(c2nc(Nc3ccc(NC(=O)c4ccc(Cl)cc4)c(O)c3)nc(N3C[C@H](N)C[C@H](N)C3)n2)CC[C@@H]1O,IC50,'=',31000.0,nM,4.51,,F,Inhibition of protein synthesis in Escherichia coli by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.508638306165727,NC[C@@H]1CN(c2nc(Nc3ccc(NC(=O)c4ccc(Cl)cc4)c(O)c3)nc(N3C[C@H](N)C[C@H](N)C3)n2)CC[C@@H]1O
1589,CHEMBL4756495,COc1ccc(-n2cc(COc3ccc(/C=N/Nc4nc(-c5cc6ccccc6oc5=O)cs4)cc3)nn2)cc1,IC50,'=',31300.0,nM,4.5,,F,Inhibition of biofilm formation in Escherichia coli MTCC 739 incubated for 24 hrs by crystal violet staining based microtiter plate method,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.504455662453552,COc1ccc(-n2cc(COc3ccc(/C=N/Nc4nc(-c5cc6ccccc6oc5=O)cs4)cc3)nn2)cc1
1174,CHEMBL186225,COc1ccc(SCc2cc(C(=O)NO)no2)cc1,IC50,'=',31300.0,nM,4.5,,F,In vitro inhibitory activity against Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.504455662453552,COc1ccc(SCc2cc(C(=O)NO)no2)cc1
678,CHEMBL4225634,Fc1ccc(-c2cnc(NCCCCCCCCNc3ncc(-c4ccc(F)cc4)[nH]3)[nH]2)cc1,IC50,'=',31500.0,nM,4.5,,F,Antibiofilm activity against Escherichia coli TG1 after 24 hrs by crystal violet staining based assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,4.501689446210399,Fc1ccc(-c2cnc(NCCCCCCCCNc3ncc(-c4ccc(F)cc4)[nH]3)[nH]2)cc1
984,CHEMBL218899,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccncc3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1,IC50,'=',32000.0,nM,4.5,,F,Inhibition of protein synthesis in Escherichia coli S30 extracts by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.494850021680094,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccncc3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1
894,CHEMBL327642,CN(C(=O)C[C@@H](N)c1csc(CN)n1)C1CN=C(NC(N)=O)NC1=O.O=S(=O)(O)C(F)(F)F,IC50,'=',32000.0,nM,4.5,,F,Inhibitory activity tested against procaryotic translation in Escherichia coli S30 Extract System,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.494850021680094,CN(C(=O)C[C@@H](N)c1csc(CN)n1)C1CN=C(NC(N)=O)NC1=O.O=S(=O)(O)C(F)(F)F
1462,CHEMBL3586143,O=C(CCC(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)NCCCNCCCCN(Cc1ccccc1)Cc1ccccc1,IC50,'=',32300.0,nM,4.49,,F,Antibacterial activity against Escherichia coli lacking chromosomal rrn alleles and containing pKK35 plasmids possessing 23S rRNA A2058G mutant assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,4.490797477668897,O=C(CCC(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)NCCCNCCCCN(Cc1ccccc1)Cc1ccccc1
823,CHEMBL2417986,O=C(CSCCOCCSCC(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1,IC50,'=',32900.0,nM,4.48,,F,Inhibition of protein synthesis in Escherichia coli S30 extracts after 90 mins by coupled transcription/translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.482804102050026,O=C(CSCCOCCSCC(=O)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1)N[C@H](CO)[C@H](O)c1ccc([N+](=O)[O-])cc1
1007,CHEMBL2368791,C[C@H](CN)C(=O)N[C@H]1[C@@H](O)[C@H](n2cnc3c(N(C)C)ncnc32)O[C@@H]1COP(=O)(O)O[C@H]1[C@@H](O)[C@H](n2ccc(N)nc2=O)O[C@@H]1COP(=O)(O)O[C@H]1[C@@H](O)[C@H](n2ccc(N)nc2=O)O[C@@H]1CO,IC50,'=',33000.0,nM,4.48,,F,Inhibition of firefly luciferase mRNA translation in Escherichia coli after 1 hr relative to control,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,4.481486060122112,C[C@H](CN)C(=O)N[C@H]1[C@@H](O)[C@H](n2cnc3c(N(C)C)ncnc32)O[C@@H]1COP(=O)(O)O[C@H]1[C@@H](O)[C@H](n2ccc(N)nc2=O)O[C@@H]1COP(=O)(O)O[C@H]1[C@@H](O)[C@H](n2ccc(N)nc2=O)O[C@@H]1CO
855,CHEMBL414017,Nc1nc(N)c2cc(NCc3ccc(Cl)c(Cl)c3)ccc2n1,IC50,'=',33000.0,nM,4.48,,F,Antibacterial activity against sensitive Escherichia coli ATCC 10536 assessed as reduction in growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.481486060122112,Nc1nc(N)c2cc(NCc3ccc(Cl)c(Cl)c3)ccc2n1
770,CHEMBL56073,CN(CCCCc1ccccc1)CCC(O)(P(=O)(O)O)P(=O)(O)O,IC50,'=',33000.0,nM,4.48,,F,Antibacterial activity against Escherichia coli K12 by broth microdilution method,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.481486060122112,CN(CCCCc1ccccc1)CCC(O)(P(=O)(O)O)P(=O)(O)O
1373,CHEMBL187052,CN(C)CCCOc1ccc(C(NC(=O)c2ccc(-c3cccc(NS(=O)(=O)c4ccc5nc(O)c(O)nc5c4)c3)o2)C(=O)N2CCNCC2)cc1,IC50,'=',33000.0,nM,4.48,,F,In vitro dissociation constant of compound required for inhibition of Escherichia coli translation was determined,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.481486060122112,CN(C)CCCOc1ccc(C(NC(=O)c2ccc(-c3cccc(NS(=O)(=O)c4ccc5nc(O)c(O)nc5c4)c3)o2)C(=O)N2CCNCC2)cc1
850,CHEMBL326569,NC(N)=NCCC[C@H]1COc2ccc(NC(=O)CCCCCNC(=O)c3ccc4nc(O)c(O)nc4c3)cc2C(=O)NC[C@@H](N)C(=O)N[C@@H](Cc2ccc(N)cc2)C(=O)N1,IC50,'=',33000.0,nM,4.48,,F,Inhibition of cell free transcription/translation by Escherichia coli s30 bacterial extract.,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.481486060122112,NC(N)=NCCC[C@H]1COc2ccc(NC(=O)CCCCCNC(=O)c3ccc4nc(O)c(O)nc4c3)cc2C(=O)NC[C@@H](N)C(=O)N[C@@H](Cc2ccc(N)cc2)C(=O)N1
1410,CHEMBL3623165,NC[C@H](O)C[C@@H](N)CC(=O)NNCC(=O)O,IC50,'=',34000.0,nM,4.47,,F,Inhibition of transcription-translation process in Escherichia coli,Escherichia coli,,Escherichia coli,Escherichia coli,ACS Med Chem Lett,4.468521082957745,NC[C@H](O)C[C@@H](N)CC(=O)NNCC(=O)O
29,CHEMBL1922552,O=C(O)c1ccc(-c2ccc(Cl)s2)cc1O,IC50,'=',34100.0,nM,4.47,,F,Antibacterial activity against Escherichia coli AS19 after 10 hrs by fluorescence assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.467245621007502,O=C(O)c1ccc(-c2ccc(Cl)s2)cc1O
484,CHEMBL412456,CC(C)C[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)[C@@H](C)O)CCCCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](CCCCN)NC1=O,IC50,'=',35000.0,nM,4.46,,F,Inhibitory concentration required to displace dansyl-PMBN (0.55 uM) from maximal specific binding to Escherichia coli LPS,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.455931955649724,CC(C)C[C@H]1NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)[C@@H](C)O)CCCCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H](CCCCN)NC(=O)[C@H](CCCCN)NC1=O
578,CHEMBL4228217,Clc1ccc(-c2cnc(NCCCCCCCNc3ncc(-c4ccc(Cl)cc4)[nH]3)[nH]2)cc1,IC50,'=',35000.0,nM,4.46,,F,Antibiofilm activity against Escherichia coli TG1 after 24 hrs by crystal violet staining based assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,4.455931955649724,Clc1ccc(-c2cnc(NCCCCCCCNc3ncc(-c4ccc(Cl)cc4)[nH]3)[nH]2)cc1
1737,CHEMBL5184232,CSCC#Cc1ccc(N2C[C@H](CO)OC2=O)cc1F,IC50,'=',35100.0,nM,4.46,,F,Antibacterial activity against recombinant OM pore producing Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.454692883534176,CSCC#Cc1ccc(N2C[C@H](CO)OC2=O)cc1F
685,CHEMBL2064324,OC[C@H]1O[C@H](Oc2ccc(-c3cnc4[nH]ccc4c3)cc2Cl)[C@@H](O)[C@@H](O)[C@@H]1O,IC50,'=',35900.0,nM,4.45,,F,Antagonist activity at Escherichia coli UTI89 FimH assessed as inhibition of aggregation with guinea pig erythrocytes after 1400 secs by aggregometry,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.444905551421681,OC[C@H]1O[C@H](Oc2ccc(-c3cnc4[nH]ccc4c3)cc2Cl)[C@@H](O)[C@@H](O)[C@@H]1O
215,CHEMBL230917,Cc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccc(Nc3nc(N4C[C@H](N)C[C@H](N)C4)nc(N4C[C@@H](N)[C@@H](N)C4)n3)cc2O)cc1,IC50,'=',36000.0,nM,4.44,,F,Inhibition of protein synthesis in Escherichia coli by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.443697499232712,Cc1ccc(S(=O)(=O)N(Cc2ccccc2)c2ccc(Nc3nc(N4C[C@H](N)C[C@H](N)C4)nc(N4C[C@@H](N)[C@@H](N)C4)n3)cc2O)cc1
56,CHEMBL218898,N[C@@H]1C[C@H](N)CN(c2nc(NC3CCNC3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1,IC50,'=',36000.0,nM,4.44,,F,Inhibition of protein synthesis in Escherichia coli S30 extracts by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.443697499232712,N[C@@H]1C[C@H](N)CN(c2nc(NC3CCNC3)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1
1315,CHEMBL5184902,COCC#Cc1ccc(N2C[C@H](CO)OC2=O)cc1F,IC50,'=',36300.0,nM,4.44,,F,Antibacterial activity against recombinant OM pore producing Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.440093374963888,COCC#Cc1ccc(N2C[C@H](CO)OC2=O)cc1F
1639,CHEMBL5192651,COC(=O)Cn1cc(C#Cc2ccc(N3C[C@H](CO)OC3=O)cc2F)cn1,IC50,'=',36600.0,nM,4.44,,F,Antibacterial activity against efflux pump lacking/recombinant OM pore producing Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.436518914605589,COC(=O)Cn1cc(C#Cc2ccc(N3C[C@H](CO)OC3=O)cc2F)cn1
1383,CHEMBL4752665,COc1cc(/C=C\C(=O)NCCCNCc2cccc(CNCCCNC(=O)/C=C\c3cc(OC)c(Br)cc3Br)c2)c(Br)cc1Br.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,IC50,'=',37300.0,nM,4.43,,F,Antibacterial activity against Escherichia coli assessed as bacterial growth inhibition measured after 24 hrs by broth dilution assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.428291168191312,COc1cc(/C=C\C(=O)NCCCNCc2cccc(CNCCCNC(=O)/C=C\c3cc(OC)c(Br)cc3Br)c2)c(Br)cc1Br.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F
1175,CHEMBL362549,CN(C)CCCOc1ccc(C(NC(=O)c2ccc(-c3cccc(NC(=O)c4ccccc4I)c3)o2)C(=O)N2CCNCC2)cc1,IC50,'=',38000.0,nM,4.42,,F,In vitro dissociation constant of compound required for inhibition of Escherichia coli translation was determined,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.42021640338319,CN(C)CCCOc1ccc(C(NC(=O)c2ccc(-c3cccc(NC(=O)c4ccccc4I)c3)o2)C(=O)N2CCNCC2)cc1
1776,CHEMBL5198504,O=C1NCCN1CC#Cc1ccc(N2C[C@H](CO)OC2=O)cc1F,IC50,'=',39000.0,nM,4.41,,F,Antibacterial activity against efflux pump lacking/recombinant OM pore producing Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.4089353929735005,O=C1NCCN1CC#Cc1ccc(N2C[C@H](CO)OC2=O)cc1F
995,CHEMBL449687,Cc1ccc(-c2ccc(O)c(O)c2)s1,IC50,'=',39100.0,nM,4.41,,F,Antibacterial activity against Escherichia coli D22,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.407823242604133,Cc1ccc(-c2ccc(O)c(O)c2)s1
527,CHEMBL1085549,CCCCCc1ccc(C(=O)Nc2ccc(-c3cnc(N)[nH]3)cc2)cc1.Cl,IC50,'=',39400.0,nM,4.41,,F,Inhibition of Escherichia coli biofilm formation after 24 hrs by crystal violet reporter assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.404503778174426,CCCCCc1ccc(C(=O)Nc2ccc(-c3cnc(N)[nH]3)cc2)cc1.Cl
1782,CHEMBL5173025,COC(=O)c1ccccc1-c1ccc(N2C[C@H](CO)OC2=O)cc1F,IC50,'=',39700.0,nM,4.4,,F,Antibacterial activity against efflux pump lacking/recombinant OM pore producing Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.401209493236885,COC(=O)c1ccccc1-c1ccc(N2C[C@H](CO)OC2=O)cc1F
1744,CHEMBL5205131,CC(=O)OCC#Cc1ccc(N2C[C@H](CO)OC2=O)cc1F,IC50,'=',39700.0,nM,4.4,,F,Antibacterial activity against efflux pump lacking/recombinant OM pore producing Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.401209493236885,CC(=O)OCC#Cc1ccc(N2C[C@H](CO)OC2=O)cc1F
508,CHEMBL494109,Nc1nc(-c2ccc(O)c(O)c2)cs1,IC50,'=',39900.0,nM,4.4,,F,Antibacterial activity against Escherichia coli D22,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.399027104313252,Nc1nc(-c2ccc(O)c(O)c2)cs1
771,CHEMBL387586,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(NC(=O)c4ccc(Cl)cc4)c(O)c3)nc(N3C[C@@H](N)C[C@@H](O)C3)n2)C1,IC50,'=',40000.0,nM,4.4,,F,Inhibition of protein synthesis in Escherichia coli by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.3979400086720375,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(NC(=O)c4ccc(Cl)cc4)c(O)c3)nc(N3C[C@@H](N)C[C@@H](O)C3)n2)C1
1219,CHEMBL325902,NCCCC[C@H]1COc2ccc(NC(=O)c3ccc4nc(O)c(O)nc4c3)cc2C(=O)NC[C@@H](N)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1,IC50,'=',40000.0,nM,4.4,,F,Inhibition of cell free transcription/translation by Escherichia coli s30 bacterial extract.,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.3979400086720375,NCCCC[C@H]1COc2ccc(NC(=O)c3ccc4nc(O)c(O)nc4c3)cc2C(=O)NC[C@@H](N)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1
1176,CHEMBL186546,CN(C)CCCOc1ccc(C(NC(=O)c2ccc(-c3cccc(NC(=O)c4ccccc4)c3)o2)C(=O)N2CCNCC2)cc1,IC50,'=',40000.0,nM,4.4,,F,In vitro dissociation constant of compound required for inhibition of Escherichia coli translation was determined,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.3979400086720375,CN(C)CCCOc1ccc(C(NC(=O)c2ccc(-c3cccc(NC(=O)c4ccccc4)c3)o2)C(=O)N2CCNCC2)cc1
1148,CHEMBL231229,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(NC(=O)c4ccc(Cl)cc4)c(O)c3)nc(N3CCCC(O)C3)n2)C1,IC50,'=',40000.0,nM,4.4,,F,Inhibition of protein synthesis in Escherichia coli by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.3979400086720375,N[C@@H]1C[C@H](N)CN(c2nc(Nc3ccc(NC(=O)c4ccc(Cl)cc4)c(O)c3)nc(N3CCCC(O)C3)n2)C1
983,CHEMBL438830,N[C@@H]1C[C@H](N)CN(c2nc(Cl)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1,IC50,'=',42000.0,nM,4.38,,F,Inhibition of protein synthesis in Escherichia coli S30 extracts by coupled transcription-translation assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem Lett,4.376750709602099,N[C@@H]1C[C@H](N)CN(c2nc(Cl)nc(N3C[C@H](N)C[C@H](N)C3)n2)C1
1901,CHEMBL5201885,O=C(O)c1cncc(-c2ccc(N3C[C@H](CO)OC3=O)cc2F)c1,IC50,'=',42200.0,nM,4.38,,F,Antibacterial activity against efflux pump lacking/recombinant OM pore producing Escherichia coli assessed as inhibition of bacterial growth,Escherichia coli,,Escherichia coli,Escherichia coli,J Med Chem,4.374687549038326,O=C(O)c1cncc(-c2ccc(N3C[C@H](CO)OC3=O)cc2F)c1
577,CHEMBL4229053,Clc1ccc(-c2cnc(NCCCCCCCCNc3ncc(-c4ccc(Cl)cc4)[nH]3)[nH]2)cc1,IC50,'=',42700.0,nM,4.37,,F,Antibiofilm activity against Escherichia coli TG1 after 24 hrs by crystal violet staining based assay,Escherichia coli,,Escherichia coli,Escherichia coli,Bioorg Med Chem,4.369572124974976,Clc1ccc(-c2cnc(NCCCCCCCCNc3ncc(-c4ccc(Cl)cc4)[nH]3)[nH]2)cc1
